Disease ID,Disease Name,Disease Class,associated_gene_id
C0017661,IGA Glomerulonephritis,urinary system disease,"10006, 10015, 100507463, 10051, 10097, 10112, 10135, 10146, 10159, 10184, 101929664, 10197, 102, 10228, 10255, 10288, 1033, 10342, 10403, 10434, 10451, 10457, 10461, 10473, 10479, 10484, 10492, 10527, 10539, 10550, 10564, 10565, 1058, 10610, 10613, 1063, 10659, 10737, 10855, 10857, 10874, 10878, 10935, 10959, 10973, 10981, 10988, 10990, 11010, 11052, 1111, 11130, 11196, 11221, 11326, 11339, 114548, 1147, 114885, 117178, 1230, 1234, 133619, 1356, 140, 1436, 150280, 1520, 1536, 159, 1636, 1654, 1670, 178, 1794, 1824, 183, 1832, 1880, 1894, 19, 1965, 2069, 2123, 2124, 2146, 2161, 2180, 2191, 22797, 22822, 22841, 22868, 22948, 22974, 23042, 2305, 23167, 23186, 23244, 23347, 23405, 23463, 23471, 23484, 23530, 23531, 2359, 23603, 23683, 241, 24137, 2526, 253943, 2553, 25816, 2585, 2589, 259266, 25939, 25978, 25994, 26031, 26135, 26191, 26235, 2632, 27242, 27299, 2799, 28966, 29015, 29028, 29127, 2956, 29887, 29902, 29929, 29957, 30001, 3015, 3059, 3071, 3074, 3075, 3078, 308, 3116, 3119, 313, 3161, 3162, 3308, 332, 3394, 341, 3459, 3484, 3587, 3590, 3597, 3612, 3673, 3676, 3684, 3687, 3689, 3702, 3796, 3832, 3838, 387, 3903, 3936, 3976, 3988, 4001, 4076, 407977, 4082, 4085, 4121, 4125, 4144, 4154, 4200, 4288, 4312, 4318, 4321, 4332, 4481, 4542, 4552, 4591, 4644, 4688, 4811, 4893, 490, 4973, 5054, 5111, 51133, 51167, 51203, 51290, 51311, 51313, 51338, 51368, 51379, 51435, 51444, 515, 51514, 51571, 51582, 51714, 51719, 51727, 51762, 51809, 5229, 5250, 526, 5284, 5290, 5328, 5341, 5352, 54107, 54149, 54407, 54431, 54478, 54491, 54716, 54877, 54928, 54969, 55010, 5504, 55156, 55159, 55165, 55197, 55198, 55215, 55247, 55273, 55289, 55355, 55379, 55435, 55500, 5552, 55608, 55619, 55699, 55706, 55740, 55754, 55839, 55872, 55916, 5594, 55970, 5621, 5627, 5660, 5663, 56833, 56938, 5696, 56992, 57018, 57103, 5728, 57405, 5744, 5788, 5791, 5806, 58504, 586, 5873, 5888, 5917, 5921, 5925, 5965, 5999, 60343, 6036, 6039, 60498, 6059, 6120, 6241, 6303, 63933, 6401, 6402, 64092, 64116, 64127, 64151, 64170, 64231, 64747, 64844, 64866, 64924, 6507, 65084, 6574, 6596, 6643, 6665, 6745, 6787, 6790, 6856, 6880, 6885, 695, 699, 701, 7035, 7040, 7045, 7076, 7096, 7097, 7099, 7112, 712, 713, 7153, 717, 7272, 728, 729230, 7298, 7305, 7323, 7326, 7351, 7357, 7456, 7462, 7525, 7533, 7534, 7690, 7803, 7805, 7884, 79017, 79071, 79157, 7941, 79624, 79647, 79666, 79682, 79709, 79718, 80183, 8038, 8050, 8061, 80896, 8099, 8140, 81533, 81537, 81542, 81553, 81555, 81578, 81671, 81930, 821, 830, 83737, 8406, 8445, 8450, 8477, 8487, 8522, 8540, 8560, 865, 8673, 8741, 8754, 8761, 8826, 8869, 8897, 891, 8914, 892, 8942, 90, 9050, 9055, 912, 9133, 917, 9180, 920, 9201, 9212, 9232, 92342, 929, 9326, 9332, 9375, 941, 9435, 9447, 948, 9493, 951, 9510, 9516, 9526, 9555, 9562, 9582, 960, 963, 9768, 9770, 9787, 9824, 983, 9833, 9837, 9874, 9889, 991, 9926, 9928, 9943"
C0038358,Gastric ulcer,gastrointestinal system disease,"133, 1950, 2056, 3084, 3375, 3553, 3952, 4318, 4843, 4846, 51738, 5742, 5743, 7124, 7422, 7425, 847, 885"
C0027947,Neutropenia,immune system disease,"1437, 1440, 1806, 1991, 2213, 3440, 3553, 4524, 5243, 54658, 7172, 84522, 8797"
C0021390,Inflammatory Bowel Diseases,gastrointestinal system disease,"100270916, 102465435, 10297, 10636, 10666, 109, 11007, 11140, 11186, 11273, 11315, 126789, 128611, 1326, 149233, 150280, 150962, 1611, 163486, 1670, 1673, 170595, 1789, 1880, 2212, 2355, 246778, 253430, 25953, 26191, 283463, 2859, 30829, 317669, 324, 3378, 337867, 345611, 3559, 3569, 3586, 403150, 4046, 4088, 414236, 441108, 4485, 50608, 50941, 50942, 51174, 51564, 5328, 54901, 54973, 55054, 55765, 5579, 57042, 57178, 5743, 5771, 6016, 60468, 6097, 63892, 64114, 64127, 64167, 64170, 6422, 6423, 643, 643749, 646982, 64784, 6556, 6583, 6774, 6775, 7124, 7332, 80762, 80824, 81619, 8209, 8224, 84162, 8453, 84619, 8477, 8807, 8876, 9158, 91975, 923, 9231, 9404, 9777, 9966"
C0699790,Colon Carcinoma,cancer,"10395, 1499, 1630, 201163, 2033, 207, 2261, 25788, 27030, 324, 4163, 4535, 4595, 4893, 5157, 5290, 5468, 5782, 5795, 581, 673, 699, 701, 8313, 8915"
C0009319,Colitis,gastrointestinal system disease,"10135, 23411, 240, 2641, 3162, 3458, 3479, 3553, 3565, 3569, 3586, 3605, 4282, 4353, 4843, 51738, 5743, 5970, 6714, 6868, 7078, 7124, 7263, 8174"
C0020445,"Hypercholesterolemia, Familial",inherited metabolic disorder,"1071, 19, 2053, 255738, 26228, 2690, 336, 337, 338, 345, 348, 3949, 3990, 4023, 5444, 5445"
C0026691,Mucocutaneous Lymph Node Syndrome,immune system disease,"100529262, 101927078, 2212, 253017, 254827, 3781, 640, 79682, 79934, 80271, 8190, 90390, 958"
C0349788,Arrhythmogenic Right Ventricular Dysplasia,cardiovascular system disease,"125972, 1824, 1829, 1832, 3757, 4000, 5318, 6331, 79188, 9531"
C0007570,Celiac Disease,immune system disease,"100131327, 100188846, 100188870, 100188871, 100188872, 100188873, 100188874, 100188875, 10019, 100301522, 101927156, 101927840, 101928376, 10301, 117289, 1233, 1493, 150223, 150962, 154215, 2113, 23150, 23308, 284099, 29851, 31, 3115, 3117, 3119, 317782, 338332, 3600, 387357, 4026, 4650, 4660, 4774, 5341, 55892, 57178, 57514, 5771, 59067, 60468, 6311, 7052, 7473, 79258, 84162, 864, 8764, 8809, 919, 941, 9844"
C0001624,Adrenal Gland Neoplasms,cancer,"1029, 1499, 2778, 2796, 2798, 5566, 5743, 5925, 7157, 7253, 998"
C0149931,Migraine Disorders,nervous system disease,"100188790, 100188851, 101927066, 10335, 1909, 192115, 2099, 221692, 23245, 23484, 317773, 3356, 337892, 338567, 387576, 4035, 4209, 4326, 51253, 54805, 5592, 57574, 63976, 7040, 7048, 7124, 79054, 796, 79723, 79783, 8645, 8976, 9457"
C0017668,Focal glomerulosclerosis,urinary system disease,"10269, 1282, 1490, 183, 1906, 2335, 23607, 26762, 2776, 4358, 4627, 4628, 4843, 4868, 5054, 5111, 59, 64423, 6696, 7040, 7827, 81"
C0002871,Anemia,immune system disease,"10533, 113235, 142, 1437, 1440, 183, 2056, 2936, 30061, 3240, 3440, 3481, 3558, 3562, 374569, 4524, 51312, 538, 5617, 5741, 57817, 5972, 6648, 7124, 7298, 8797, 9474"
C0334588,Giant Cell Glioblastoma,cancer,"10460, 1956, 2260, 2261, 3417, 346288, 4255, 4792, 5468, 6867, 7157, 8216"
C0018784,Sensorineural Hearing Loss (disorder),nervous system disease,"10265, 1280, 1297, 1302, 2248, 2706, 2707, 4036, 5172, 60, 8772"
C0027819,Neuroblastoma,cancer,"100306937, 100306938, 100306939, 1029, 10413, 11200, 1621, 23095, 238, 26038, 2778, 3082, 3265, 3456, 3845, 389421, 4004, 401237, 4233, 4513, 4609, 4613, 4826, 4830, 4893, 4914, 4915, 51144, 5243, 546, 57492, 57531, 5781, 5784, 580, 590, 65018, 6790, 7015, 7054, 7153, 729177, 7869, 81704, 8289, 83593, 84181, 8743, 8929"
C0282527,Infantile Refsum Disease (disorder),inherited metabolic disorder,"5189, 5190, 5192, 5193, 5194, 5195, 55670, 5824, 5828, 5830, 8504, 8799, 9409"
C0024305,"Lymphoma, Non-Hodgkin",cancer,"11200, 1437, 1440, 1571, 2052, 2356, 25788, 3123, 3440, 4524, 5551, 596, 604, 635, 6470, 673, 7037, 7157, 7298, 843, 8438, 875"
C0376358,Malignant neoplasm of prostate,cancer,"100048912, 100505495, 100846978, 101805488, 101867536, 101928075, 101928165, 101929081, 102724596, 10481, 10611, 10979, 11074, 11200, 116113, 1488, 1499, 170626, 173, 201625, 2048, 220972, 222546, 2255, 22834, 22853, 22995, 23035, 23112, 23301, 23394, 253461, 254428, 26019, 26575, 29841, 354, 357, 3655, 367, 3782, 390443, 4194, 4316, 4477, 4481, 4601, 4646, 4739, 4855, 51426, 5195, 54535, 54847, 55204, 55275, 55971, 5728, 5890, 60678, 63892, 64641, 64759, 6581, 675, 6899, 6928, 7015, 7157, 727677, 728114, 79083, 79954, 81603, 84071, 84619, 9177, 9855"
C0020179,Huntington Disease,nervous system disease,"1268, 1827, 2166, 2668, 3064, 4128, 4129, 4968, 51447, 56616, 6515, 9131"
C0036421,Systemic Scleroderma,immune system disease,"100506023, 10318, 10665, 170679, 170680, 219285, 221895, 23294, 23534, 286016, 2887, 3113, 3115, 3119, 3122, 3663, 3684, 388, 4855, 54899, 6660, 6775, 79932, 919, 9474"
C0019569,Hirschsprung Disease,gastrointestinal system disease,"100188850, 10512, 1889, 1908, 1910, 223117, 246321, 246322, 2668, 3084, 3897, 404719, 404720, 4902, 5979, 8929"
C0017636,Glioblastoma,cancer,"1021, 10397, 1116, 1475, 1476, 1501, 1508, 1513, 182, 1848, 1950, 1956, 2195, 2335, 23462, 23476, 23512, 2355, 23635, 26136, 2668, 2952, 3020, 3091, 324, 3280, 3440, 346288, 3553, 3558, 3576, 3714, 4194, 4233, 4255, 4313, 4318, 4609, 4763, 4851, 4853, 4854, 5071, 5292, 5371, 5747, 590, 648, 7052, 7422, 7490, 8216, 8358, 8434, 8553, 861, 864, 8743, 8842, 928, 9611"
C0270853,"Myoclonic Epilepsy, Juvenile",nervous system disease,"100126594, 114327, 1181, 2554, 2563, 3786, 449018, 50715, 785, 8629"
C0003872,"Arthritis, Psoriatic",psoriatic arthritis,"10758, 3107, 3576, 3593, 400957, 4049, 4210, 4843, 4929, 54620, 5966, 64127, 643749, 652, 7124, 860, 968"
C0919267,ovarian neoplasm,cancer,"10013, 10232, 1027, 10381, 10395, 10413, 10772, 10775, 115761, 1499, 1545, 1647, 1796, 1956, 2064, 2069, 207, 2122, 2194, 22800, 23213, 2348, 2475, 2516, 25803, 25976, 285601, 29086, 306, 3231, 3235, 3237, 331, 332, 3569, 3572, 3576, 3590, 360, 374, 3845, 4072, 4233, 4288, 4292, 4436, 4519, 4576, 4609, 467, 4831, 4978, 5071, 51029, 5290, 540, 54796, 5501, 5594, 5595, 5655, 56952, 5728, 574048, 5889, 5892, 5934, 607, 6502, 6513, 6528, 6597, 6647, 6648, 6678, 672, 675, 6765, 6774, 6935, 7015, 7099, 7298, 79084, 79156, 79728, 83636, 83990, 8516, 857, 8626, 8631, 8725, 8743, 894, 898, 8991, 9149, 92421, 94025, 999"
C0007131,Non-Small Cell Lung Carcinoma,cancer,"100302142, 10087, 1012, 10179, 1029, 10397, 10568, 1113, 11186, 1440, 1474, 152002, 1540, 1571, 1612, 1645, 1728, 1845, 1956, 2023, 2026, 2064, 2067, 2254, 2260, 2272, 23028, 2305, 2309, 23532, 23603, 238, 25878, 26227, 2696, 2729, 27436, 29108, 2946, 2950, 29968, 324, 3280, 332, 356, 3570, 3576, 3586, 3659, 3688, 374, 3799, 3815, 3845, 3956, 406913, 406937, 407021, 407031, 4193, 4233, 4312, 4318, 4320, 4504, 4609, 467, 4780, 4826, 4854, 4893, 5021, 5052, 5223, 5243, 5290, 54458, 5478, 55743, 558, 55829, 57099, 5744, 5829, 5894, 5925, 6009, 6098, 6236, 6240, 6385, 63895, 6472, 6648, 673, 6774, 6855, 693223, 7015, 7039, 7157, 7262, 7345, 7422, 79887, 81037, 817, 8202, 841, 8434, 847, 9180, 928, 9470, 9510, 972, 9817"
C0162871,"Aortic Aneurysm, Abdominal",cardiovascular system disease,"100048912, 153090, 183, 185, 3949, 4035, 4318, 4323, 5743, 653361, 6648"
C0206698,Cholangiocarcinoma,cancer,"10232, 1956, 2064, 2263, 2778, 3417, 3418, 3569, 3845, 4089, 4843, 5178, 54894, 55193, 5566, 5567, 5743, 5774, 58508, 6092, 6528, 7157, 8289, 8314"
C0007273,Carotid Artery Diseases,cardiovascular system disease,"183, 22808, 2950, 3162, 348, 356, 5328, 5420, 6347, 7157, 9332"
C0007138,"Carcinoma, Transitional Cell",cancer,"1026, 10460, 10735, 1387, 1440, 1612, 2033, 2100, 2261, 259, 26986, 2876, 317, 3265, 3274, 3440, 3486, 4297, 5328, 5743, 58508, 595, 7124, 7157, 7403, 7421, 8289, 84181, 8836, 9611, 9700"
C0002622,Amnesia,cognitive disorder,"10280, 11255, 1437, 2770, 2773, 2922, 351, 3552, 3558, 3569, 4803, 5173, 5443, 551, 5550, 6863, 7200"
C0017638,Glioma,cancer,"100048912, 100316847, 100415894, 100415895, 100533107, 1029, 1030, 1116, 11170, 1233, 137196, 1657, 1755, 1956, 2064, 2247, 2260, 23187, 23362, 23512, 2495, 2668, 2950, 3020, 3105, 3106, 3107, 338030, 3417, 347, 3592, 3593, 3925, 404685, 4192, 4255, 4436, 4602, 4603, 4638, 4763, 482, 4914, 4915, 4916, 51750, 5347, 546, 5468, 55294, 55717, 5728, 5743, 5894, 6098, 648, 6528, 6647, 6696, 673, 675, 7015, 7037, 7124, 7153, 7157, 7494, 79782, 8358, 847, 8493, 8743, 90, 9211"
C0013080,Down Syndrome,chromosomal disease,"10069, 10215, 10311, 10317, 10600, 10694, 11096, 116159, 116448, 150082, 150084, 1637, 1826, 1827, 1859, 2078, 2114, 23515, 23562, 2551, 25825, 25966, 2618, 2623, 26285, 2897, 29104, 2946, 29980, 30811, 3141, 3150, 3454, 3455, 3460, 351, 3576, 3588, 3753, 3763, 3772, 406947, 4513, 4524, 4548, 4599, 4600, 4685, 4908, 5121, 51227, 53820, 539, 54014, 54069, 54093, 54097, 54101, 54102, 54148, 54943, 56246, 56911, 571, 57466, 58494, 6285, 63977, 6450, 6453, 6493, 64968, 6526, 6573, 6647, 6651, 7001, 7074, 7113, 7267, 7432, 7485, 757, 796, 8208, 861, 8624, 873, 874, 8867, 9073, 94104, 9510, 9551, 9588, 9875, 9946, 9980, 9992"
C0005695,Bladder Neoplasm,cancer,"10, 100270680, 1026, 1029, 10460, 10723, 10735, 10979, 11186, 119391, 1387, 140767, 1440, 146177, 1463, 1580, 1728, 1890, 1956, 2026, 2033, 2068, 2072, 2099, 2100, 2175, 2186, 225689, 2261, 255022, 26259, 267, 26986, 27127, 2735, 2876, 290, 2944, 2950, 2954, 3205, 3265, 330, 341568, 3440, 3479, 3486, 3488, 355, 3558, 3576, 360, 3670, 374887, 3845, 3868, 387, 389289, 3908, 3978, 4016, 4108, 4297, 4353, 4489, 4502, 4504, 4524, 4609, 472, 50807, 513, 51479, 5423, 5447, 55252, 5646, 5690, 57412, 5743, 58508, 5925, 6573, 6648, 6714, 7015, 7037, 7124, 7157, 7364, 7403, 7442, 7799, 7874, 8000, 81037, 8243, 8289, 8320, 84171, 84181, 84966, 8836, 898, 9, 9582, 9611, 9649, 9700, 9759, 999"
C0002736,Amyotrophic Lateral Sclerosis,nervous system disease,"100874137, 10133, 10242, 10280, 10562, 10891, 116984, 132989, 1501, 151194, 1610, 1639, 1804, 201161, 203228, 2066, 22920, 23025, 23435, 23503, 2521, 25978, 2670, 27148, 27242, 283, 284085, 288, 29110, 2936, 2950, 29978, 3178, 3236, 347736, 3680, 3909, 400916, 4744, 4978, 51163, 5216, 5321, 54209, 5444, 5445, 5446, 56241, 5630, 5648, 5743, 6311, 643339, 6487, 6506, 6529, 6647, 6648, 7074, 7157, 7415, 8604, 8821, 8878, 9181, 9217, 9331, 959, 9619, 9764, 9782, 9896"
C0030305,Pancreatitis,endocrine system disease,"101929279, 1080, 1268, 1269, 213, 26471, 3082, 3117, 3123, 3630, 4023, 4353, 5530, 5644, 5743, 6690, 6750, 7442, 79710, 885, 9075"
C0002514,"Amino Acid Metabolism, Inborn Errors",inherited metabolic disorder,"191, 2593, 2729, 383, 4143, 4329, 440275, 5625, 5723, 728294, 7508, 79048, 9056"
C0033687,Proteinuria,urinary system disease,"1184, 1508, 1514, 1536, 1773, 1803, 183, 185, 213, 241, 26762, 2990, 3106, 3117, 3123, 3458, 348, 3557, 387, 3952, 4010, 4358, 4690, 4868, 5058, 5062, 5443, 5465, 5743, 5972, 6337, 6647, 6696, 7040, 7422, 7827, 8440, 94025"
C0018824,Heart valve disease,cardiovascular system disease,"11035, 1277, 1278, 2209, 29108, 3357, 3553, 3606, 3689, 3717, 3934, 4046, 4851, 5777, 632, 6347, 6693, 6696, 7076, 729, 80781, 836, 9450, 9719"
C0040136,Thyroid Neoplasm,cancer,"1437, 2056, 2057, 3091, 3248, 3265, 3440, 3553, 3569, 3576, 3627, 3845, 5154, 5168, 5468, 5743, 5909, 595, 5979, 6256, 6347, 6528, 673, 7015, 7124, 7157, 7170, 7175, 7253, 7799, 80142, 8031, 83439"
C0037769,West Syndrome,nervous system disease,"1392, 150094, 170302, 23236, 2904, 3295, 51733, 5277, 5443, 6326, 6487, 6709, 6792, 7248, 7249"
C0175702,Williams Syndrome,chromosomal disease,"1742, 2006, 26608, 2969, 3984, 5982, 7461, 81554, 9031, 9569"
C0040034,Thrombocytopenia,immune system disease,"1437, 1440, 2056, 2120, 213, 2212, 2623, 2812, 2815, 3105, 3440, 3562, 3674, 3690, 3704, 374569, 4524, 5175, 5196, 54205, 7498, 8797, 9948"
C0271650,Impaired glucose tolerance,acquired metabolic disease,"10549, 23411, 2444, 3630, 3643, 407040, 4508, 5562, 5563, 5919, 6558, 79661, 948"
C0023467,"Leukemia, Myelocytic, Acute",cancer,"10125, 1021, 10437, 1050, 1052, 10634, 10801, 11040, 11168, 113, 11326, 1269, 1436, 1437, 1440, 1471, 1495, 1512, 1522, 1612, 1902, 1978, 2026, 2078, 2120, 2274, 2308, 2322, 23365, 26040, 2624, 26511, 2672, 2969, 3005, 3006, 302, 307, 308, 3082, 30845, 309, 3205, 3315, 3398, 343641, 355, 366, 3717, 375790, 3815, 3845, 4026, 4066, 4233, 4291, 4297, 4330, 4599, 4609, 4629, 4763, 481, 4869, 4928, 5142, 51428, 51510, 53826, 5457, 54904, 55740, 58508, 596, 5997, 60468, 6279, 6281, 64324, 6446, 6455, 6678, 6688, 6774, 6840, 6919, 7015, 7200, 7204, 7249, 7280, 7490, 7837, 79870, 8021, 8028, 81552, 81848, 822, 824, 8301, 840, 861, 862, 8623, 864, 865, 8743, 8833, 8847, 9145, 9163, 928, 945, 960"
C0162666,Mitochondrial Encephalomyopathies,musculoskeletal system disease,"10059, 10667, 26235, 4519, 4567, 4568, 4573, 4578, 4720, 4729, 54968, 55572, 56947, 91574, 9997"
C0024809,Marijuana Abuse,substance-related disorder,"1268, 207, 2222, 23780, 5243, 79571, 801, 805, 816, 949"
C0029172,Oral Submucous Fibrosis,gastrointestinal system disease,"100507436, 1277, 1278, 1471, 1493, 2247, 3458, 4015, 4312, 4313, 4318, 5743, 7040, 7076, 7124"
C0001430,Adenoma,benign neoplasm,"1499, 1545, 23512, 23600, 240, 2697, 2705, 324, 3479, 3762, 3845, 4552, 4583, 476, 4763, 489, 492, 54822, 5617, 5757, 596, 598, 6414, 6573, 6948, 7157, 7253, 7296, 7428, 776, 9049, 9429"
C0019151,Hepatic Encephalopathy,nervous system disease,"2554, 2560, 2566, 2638, 2752, 4049, 4128, 4129, 4842, 4988, 5591, 706, 7124"
C0026769,Multiple Sclerosis,nervous system disease,"100128088, 100131395, 100133941, 100271694, 100271695, 100271696, 100506047, 10055, 100616384, 101927027, 101927314, 101928464, 101928791, 10198, 10301, 10461, 10538, 10636, 10665, 10892, 11262, 116986, 117289, 1268, 140685, 148867, 1591, 1594, 160365, 163059, 2262, 23095, 2315, 23274, 27120, 284677, 285362, 285626, 285830, 3115, 3119, 3122, 3123, 3128, 3134, 3383, 3394, 3456, 348, 3553, 3559, 3574, 3575, 3592, 3766, 4126, 4162, 4234, 4249, 4261, 4397, 440836, 5010, 5027, 51300, 5133, 5443, 54806, 55765, 55892, 5594, 56244, 57178, 57531, 57727, 5788, 5817, 58513, 590, 6041, 60468, 6198, 6401, 64084, 642636, 643, 6556, 6565, 677, 6774, 6775, 6850, 7128, 7132, 7297, 7410, 7412, 7813, 79925, 79970, 84769, 8575, 868, 8740, 923, 942, 958, 9639, 965"
C0024141,"Lupus Erythematosus, Systemic",musculoskeletal system disease,"100188798, 100188803, 100188804, 10019, 100190928, 100196918, 100322878, 100379200, 100506023, 100532732, 100874048, 1027, 10318, 10320, 11277, 1191, 121260, 1380, 1389, 1401, 1445, 170682, 1773, 1776, 1997, 2113, 219285, 2212, 2213, 2214, 221527, 221895, 23274, 23294, 23534, 25780, 26191, 283742, 2842, 286016, 306, 3092, 3117, 3120, 3123, 356, 3565, 3569, 3586, 3593, 3663, 3684, 3687, 3918, 404714, 4299, 4439, 474354, 50615, 5133, 54887, 54899, 55024, 5617, 5743, 57661, 57705, 59067, 629, 639, 640, 64135, 64695, 64805, 6775, 7100, 712, 7128, 7148, 717, 720, 7292, 7332, 79016, 79932, 84159, 941, 9474"
C0032273,Pneumoconiosis,respiratory system disease,"148022, 176, 3565, 4194, 5016, 545, 5803, 64072, 64699, 64711, 759, 761, 8290, 9466"
C0037286,Skin Neoplasms,benign neoplasm,"1050, 1440, 1457, 1459, 1460, 2066, 2068, 207, 2185, 2321, 25913, 2697, 2706, 2709, 2736, 2993, 3091, 326, 3265, 338442, 3480, 3552, 360, 3713, 3848, 3858, 3872, 4014, 4318, 434, 4780, 4878, 4953, 5467, 5727, 5743, 5970, 6608, 6648, 6667, 7040, 7046, 7157, 7299, 7507, 7517, 841, 843, 8843"
C0023473,"Myeloid Leukemia, Chronic",cancer,"1407, 1408, 1432, 23532, 240, 25, 26040, 2950, 3161, 3309, 332, 3440, 406, 5187, 5657, 613, 7015, 7490, 768, 861, 8863, 8864"
C0007222,Cardiovascular Diseases,cardiovascular system disease,"10050, 102724766, 10452, 1071, 11141, 1401, 1471, 149773, 153, 1557, 1636, 183, 1906, 1952, 213, 23621, 257160, 2646, 2688, 2876, 3077, 3240, 338, 3383, 341, 345, 348, 3949, 4018, 4023, 4353, 4524, 4846, 4852, 4879, 50805, 5444, 5445, 56955, 5743, 590, 6272, 6347, 6401, 6558, 6876, 7139, 7412, 7450, 8638, 875, 9159"
C0023470,Myeloid Leukemia,cancer,"10735, 1728, 2122, 26040, 27161, 3066, 4297, 51527, 55102, 55904, 5885, 6688, 7001, 7155, 7422, 8243, 9126"
C0007787,Transient Ischemic Attack,cardiovascular system disease,"134, 27429, 3611, 54205, 572, 57447, 6647, 6648, 718, 842"
C0007786,Brain Ischemia,cardiovascular system disease,"1051, 1128, 120, 1233, 142, 1636, 1958, 213, 2147, 2153, 23765, 27113, 2876, 3091, 3383, 3552, 3553, 3557, 3569, 3588, 3594, 3605, 3606, 3627, 3725, 41, 4318, 4353, 4524, 4790, 4792, 4843, 5327, 5328, 54205, 5594, 5595, 5604, 56616, 5743, 5925, 5970, 627, 6347, 6348, 6351, 6356, 6401, 6647, 6648, 6774, 7124, 7132, 7133, 7157, 7351, 836, 842, 847, 8655"
C0007785,Cerebral Infarction,cardiovascular system disease,"125, 2147, 2153, 241, 3039, 4846, 4852, 5327, 5328, 5583"
C0014556,"Epilepsy, Temporal Lobe",nervous system disease,"1268, 2911, 2912, 2913, 2914, 2915, 3749, 3791, 4514, 4852, 4887, 5025, 5027, 57468, 623, 624, 6505, 6558, 7010, 7421, 7422, 7442, 9353"
C0007959,Charcot-Marie-Tooth Disease,nervous system disease,"16, 1639, 1778, 1785, 23064, 23095, 26353, 2705, 3236, 3300, 3315, 3508, 3908, 4000, 4141, 4359, 4747, 5376, 5428, 54332, 59341, 6305, 65055, 79628, 81857, 90678, 91137, 9639, 9896, 9927"
C0006663,Calcinosis,acquired metabolic disease,"11035, 1277, 1756, 197, 2056, 2209, 249, 2591, 29108, 3553, 3606, 3688, 3689, 3717, 3934, 4046, 4313, 4318, 4851, 5155, 5159, 5443, 5777, 632, 6347, 6575, 6693, 6696, 7076, 729, 80169, 8074, 80781, 836, 9213, 9356, 9365, 9450"
C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",acquired metabolic disease,"100048912, 100129940, 100188782, 100507098, 100507118, 100526783, 10125, 101927736, 101928423, 10198, 10239, 102725019, 10296, 1036, 10363, 10644, 10891, 10984, 111, 11124, 11132, 114876, 116985, 1374, 145741, 1535, 1544, 1607, 162515, 169026, 169792, 1889, 1906, 1909, 1910, 1956, 201232, 204010, 208, 221895, 23411, 2557, 26086, 26276, 2641, 2642, 2645, 2646, 2784, 2820, 284217, 286, 2869, 2876, 2888, 2944, 3039, 3087, 3098, 3159, 3162, 3172, 3240, 3263, 3375, 3383, 3397, 355, 3569, 3630, 3643, 3651, 3667, 3767, 3784, 388125, 3952, 3953, 3990, 4143, 4544, 467, 4760, 4790, 4825, 4843, 4846, 4853, 488, 489, 4968, 5066, 5078, 5080, 50982, 5126, 5167, 5184, 5460, 54622, 5465, 5468, 54901, 5506, 55133, 55600, 55656, 5579, 5629, 56729, 56999, 57178, 5770, 5789, 5937, 596, 5970, 598, 6000, 6049, 60685, 619554, 6277, 635, 63826, 63892, 6445, 6462, 646736, 6480, 6513, 6514, 6517, 6616, 6647, 6648, 6833, 6927, 6928, 6934, 7040, 7076, 7124, 7132, 7133, 718, 723961, 728723, 7325, 7351, 7422, 7466, 79068, 80003, 80790, 8091, 836, 83795, 841, 847, 8638, 8660, 875, 894, 89822, 9055, 92002, 92737, 9370, 94241, 9479, 9559, 9861"
C0022336,Creutzfeldt-Jakob disease,nervous system disease,"151507, 216, 22926, 3119, 319101, 3822, 5621, 692157, 7280, 780851, 79644, 79974, 8360, 9108"
C0036920,Sezary Syndrome,cancer,"1027, 1029, 1107, 1233, 1387, 1788, 3561, 5335, 54790, 5592, 5594, 5728, 58508, 5925, 6195, 6597, 65980, 673, 6935, 7133, 7157, 8085, 8289, 84433, 8915, 9235"
C0024117,Chronic Obstructive Airway Disease,respiratory system disease,"100529262, 100529264, 10144, 10411, 11097, 1136, 1138, 123688, 132320, 1543, 1544, 170679, 170680, 1740, 192668, 200373, 2052, 260431, 283229, 3066, 3107, 311, 3162, 3356, 338811, 3576, 3658, 388815, 4312, 4318, 4323, 4843, 4846, 5265, 57484, 59341, 6441, 64478, 6649, 7040, 7042, 7124, 7139, 7157, 7356, 79890, 80150, 80195, 925, 977, 9914"
C0030567,Parkinson Disease,nervous system disease,"100128977, 100129583, 100287944, 100359403, 100631383, 101929655, 102724307, 10295, 10457, 10743, 11315, 114134, 120892, 1272, 1305, 1356, 136853, 1394, 147081, 154043, 1565, 1571, 1586, 1609, 161145, 1620, 162540, 1644, 1728, 1740, 1812, 1813, 1906, 199, 2203, 2244, 22876, 23400, 254428, 2580, 2629, 2643, 2668, 2670, 284058, 2876, 2941, 2944, 2950, 3077, 3082, 3122, 3162, 3303, 3313, 339105, 342125, 3480, 3481, 3482, 3569, 3630, 3643, 3761, 401884, 4099, 4128, 4129, 4137, 4217, 4600, 4803, 4842, 4905, 5071, 51693, 5243, 54541, 55532, 55737, 55974, 56922, 57111, 57568, 6014, 6128, 6147, 6202, 627, 6456, 64710, 65018, 6531, 6571, 6622, 6647, 6648, 6720, 683, 6888, 7124, 7473, 7784, 79780, 80333, 84286, 84660, 9045, 9726, 9842"
